"MINISTERIO DE EDUCACIÓN, CIENCIA Y TECNOLOGÍA","","","","","","",""
"DIRECCIÓN NACIONAL DE EDUCACIÓN SUPERIOR","","","","","","",""
"DEPARTAMENTO DE GESTIÓN DE LA INFORMACIÓN Y ESTADÍSTICAS","","","","","","",""
"","","","","","","",""
"POBLACIÓN GRADUADA EN EDUCACIÓN SUPERIOR. EL SALVADOR  AÑO 2022","","","","","","",""
"","","","","","","",""
"FUENTE: Dirección Nacional de Educación Superior. Reporte 2022 SNIEES","","","","","","",""
"INSTITUCIÓN DE EDUCACIÓN SUPERIOR","SECTOR","DEPARTAMENTO","GRADO ACADÉMICO","CARRERA","FEMENINO","MASCULINO","TOTAL"
"UNIVERSIDAD CENTROAMERICANA JOSE SIMEON CAÑAS","PRIVADO","La Libertad","MAESTRÍA","MAESTRIA EN ADMINISTRACION PUBLICA- SEMIPRESENCIAL","11","5","16"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","MAESTRÍA","MAESTRIA EN AGRICULTURA SOSTENIBLE","0","1","1"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","MAESTRÍA","MAESTRIA EN AGRONOMIA TROPICAL SOSTENIBLE CON ENFASIS EN PROTECCION VEGETAL","0","0","0"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","MAESTRÍA","MAESTRIA EN ARQUITECTURA DE SOFTWARE","0","0","0"
"UNIVERSIDAD DON BOSCO","PRIVADO","San Salvador","MAESTRÍA","MAESTRÍA EN ARQUITECTURA DE SOFTWARE","6","21","27"
"UNIVERSIDAD CATOLICA DE EL SALVADOR - ILOBASCO","PRIVADO","Cabañas","MAESTRÍA","MAESTRIA EN ASESORIA EDUCATIVA","15","10","25"
"UNIVERSIDAD CATOLICA DE EL SALVADOR","PRIVADO","Santa Ana","MAESTRÍA","MAESTRÍA EN ASESORÍA EDUCATIVA","13","14","27"
"UNIVERSIDAD DOCTOR ANDRES BELLO","PRIVADO","San Salvador","MAESTRÍA","MAESTRÍA EN ATENCIÓN A LA VIOLENCIA EN LA FAMILIA","9","2","11"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS, REGIONAL USULUTAN","PRIVADO","Usulutan","MAESTRÍA","MAESTRÍA EN ATENCIÓN INTEGRAL DE LA PRIMERA INFANCIA","0","0","0"
"UNIVERSIDAD DE ORIENTE","PRIVADO","San Miguel","MAESTRÍA","MAESTRÍA EN ATENCIÓN INTEGRAL DE LA PRIMERA INFANCIA","0","0","0"
"UNIVERSIDAD PEDAGOGICA DE EL SALVADOR","PRIVADO","San Salvador","MAESTRÍA","MAESTRÍA EN ATENCIÓN INTEGRAL DE LA PRIMERA INFANCIA","0","0","0"
"UNIVERSIDAD FRANCISCO GAVIDIA","PRIVADO","San Salvador","MAESTRÍA","MAESTRÍA EN AUDITORÍA","5","10","15"
"UNIVERSIDAD TECNOLOGICA DE EL SALVADOR","PRIVADO","San Salvador","MAESTRÍA","MAESTRÍA EN BANCA Y FINANZAS","66","47","113"
"UNIVERSIDAD CENTROAMERICANA JOSE SIMEON CAÑAS","PRIVADO","La Libertad","MAESTRÍA","MAESTRIA EN CIENCIA POLITICA","9","3","12"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","MAESTRÍA","MAESTRÍA EN CIENCIAS EN GEOLOGÍA","0","0","0"
"UNIVERSIDAD SALVADOREÑA ALBERTO MASFERRER","PRIVADO","San Salvador","MAESTRÍA","MAESTRIA EN CIENCIAS FORENSES","0","0","0"
"UNIVERSIDAD DE ORIENTE","PRIVADO","San Miguel","MAESTRÍA","MAESTRÍA EN CIENCIAS POLÍTICAS","0","0","0"
"UNIVERSIDAD DON BOSCO","PRIVADO","San Salvador","MAESTRÍA","MAESTRÍA EN CIENCIAS SOCIALES","3","2","5"
"UNIVERSIDAD CENTROAMERICANA JOSE SIMEON CAÑAS","PRIVADO","La Libertad","MAESTRÍA","MAESTRIA EN CIENCIAS SOCIALES- SEMIPRESENCIAL","2","2","4"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","MAESTRÍA","MAESTRÍA EN COMPUTACIÓN","0","0","0"
"UNIVERSIDAD TECNOLOGICA DE EL SALVADOR","PRIVADO","San Salvador","MAESTRÍA","MAESTRÍA EN COMPUTACIÓN CON ÉNFASIS EN SISTEMAS DE INFORMACIÓN","0","0","0"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","PRIVADO","La Libertad","MAESTRÍA","MAESTRIA EN COMUNICACION ORGANIZACIONAL","0","0","0"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","MAESTRÍA","MAESTRIA EN COMUNICACION SOCIAL","0","0","0"
"UNIVERSIDAD DE EL SALVADOR- SANTA ANA","PÚBLICO","Santa Ana","MAESTRÍA","MAESTRIA EN CONSULTORIA EMPRESARIAL","3","0","3"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","MAESTRÍA","MAESTRÍA EN CONSULTORÍA EMPRESARIAL","11","10","21"
"UNIVERSIDAD CENTROAMERICANA JOSE SIMEON CAÑAS","PRIVADO","La Libertad","MAESTRÍA","MAESTRÍA EN CRIMINOLOGÍA Y POLÍTICAS DE PREVENCIÓN","0","0","0"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","PRIVADO","La Libertad","MAESTRÍA","MAESTRÍA EN DERECHO ADMINISTRATIVO","2","3","5"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS","PRIVADO","San Miguel","MAESTRÍA","MAESTRÍA EN DERECHO CONSTITUCIONAL","0","0","0"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","PRIVADO","La Libertad","MAESTRÍA","MAESTRÍA EN DERECHO CONSTITUCIONAL","0","0","0"
"UNIVERSIDAD CENTROAMERICANA JOSE SIMEON CAÑAS","PRIVADO","La Libertad","MAESTRÍA","MAESTRIA EN DERECHO DE EMPRESA","3","2","5"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS","PRIVADO","San Miguel","MAESTRÍA","MAESTRIA EN DERECHO DE FAMILIA","0","0","0"
"UNIVERSIDAD EVANGELICA DE EL SALVADOR","PRIVADO","San Salvador","MAESTRÍA","MAESTRÍA EN DERECHO DE FAMILIA","20","11","31"
"UNIVERSIDAD DE ORIENTE","PRIVADO","San Miguel","MAESTRÍA","MAESTRÍA EN DERECHO DE FAMILIA, NIÑEZ Y ADOLESCENCIA","3","3","6"
"UNIVERSIDAD CENTROAMERICANA JOSE SIMEON CAÑAS","PRIVADO","La Libertad","MAESTRÍA","MAESTRÍA EN DERECHO EMPRESARIAL","0","0","0"
"UNIVERSIDAD DE ORIENTE","PRIVADO","San Miguel","MAESTRÍA","MAESTRIA EN DERECHO PENAL","1","2","3"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS","PRIVADO","San Miguel","MAESTRÍA","MAESTRÍA EN DERECHO PENAL","2","1","3"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","MAESTRÍA","MAESTRÍA EN DERECHO PENAL ECONÓMICO","8","11","19"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","MAESTRÍA","MAESTRIA EN DERECHOS HUMANOS Y EDUCACION PARA LA PAZ","8","0","8"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","MAESTRÍA","MAESTRIA EN DESARROLLO DE SOFTWARE- SEMIPRESENCIAL","0","0","0"
"UNIVERSIDAD DE EL SALVADOR, SAN VICENTE","PÚBLICO","San Vicente","MAESTRÍA","MAESTRIA EN DESARROLLO LOCAL SOSTENIBLE","0","2","2"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","MAESTRÍA","MAESTRIA EN DESARROLLO LOCAL SOSTENIBLE","0","0","0"
"UNIVERSIDAD DE EL SALVADOR- SANTA ANA","PÚBLICO","Santa Ana","MAESTRÍA","MAESTRÍA EN DESARROLLO LOCAL SOSTENIBLE","0","2","2"
"UNIVERSIDAD CENTROAMERICANA JOSE SIMEON CAÑAS","PRIVADO","La Libertad","MAESTRÍA","MAESTRÍA EN DESARROLLO TERRITORIAL","11","4","15"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","MAESTRÍA","MAESTRIA EN DIDACTICA DE LA MATEMATICA","0","0","0"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","MAESTRÍA","MAESTRÍA EN DIDÁCTICA DEL IDIOMA INGLÉS","0","0","0"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","MAESTRÍA","MAESTRIA EN DIDACTICA PARA LA FORMACION DOCENTE","0","0","0"
"INSTITUTO ESPECIALIZADO DE EDUCACIÓN SUPERIOR PARA LA FORMACIÓN DIPLOMÁTICA","PÚBLICO","La Libertad","MAESTRÍA","MAESTRIA EN DIPLOMACIA","1","0","1"
"UNIVERSIDAD CENTROAMERICANA JOSE SIMEON CAÑAS","PRIVADO","La Libertad","MAESTRÍA","MAESTRIA EN DIRECCION DE EMPRESAS","17","24","41"
"UNIVERSIDAD DE ORIENTE","PRIVADO","San Miguel","MAESTRÍA","MAESTRIA EN DIRECCION DE EMPRESAS","5","8","13"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS","PRIVADO","San Miguel","MAESTRÍA","MAESTRIA EN DIRECCION ESTRATEGICA DE EMPRESAS","9","6","15"
"UNIVERSIDAD CATOLICA DE EL SALVADOR","PRIVADO","Santa Ana","MAESTRÍA","MAESTRÍA EN DIRECCIÓN ESTRATÉGICA DE EMPRESAS","12","5","17"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","PRIVADO","La Libertad","MAESTRÍA","MAESTRÍA EN DIRECCIÓN ESTRATÉGICA DE RECURSOS HUMANOS","0","0","0"
"UNIVERSIDAD CENTROAMERICANA JOSE SIMEON CAÑAS","PRIVADO","La Libertad","MAESTRÍA","MAESTRÍA EN DISEÑO DE PRODUCTOS","0","0","0"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS","PRIVADO","San Miguel","MAESTRÍA","MAESTRÍA EN DOCENCIA CON ENFOQUE EN ENTORNOS VIRTUALES DE APRENDIZAJE","30","32","62"
"UNIVERSIDAD DE ORIENTE","PRIVADO","San Miguel","MAESTRÍA","MAESTRIA EN DOCENCIA UNIVERSITARIA","13","10","23"
"UNIVERSIDAD EVANGELICA DE EL SALVADOR","PRIVADO","San Salvador","MAESTRÍA","MAESTRIA EN DOCENCIA UNIVERSITARIA","0","0","0"
"UNIVERSIDAD DOCTOR ANDRES BELLO","PRIVADO","San Salvador","MAESTRÍA","MAESTRÍA EN DOCENCIA UNIVERSITARIA","11","10","21"
"UNIVERSIDAD DOCTOR ANDRES BELLO, REGIONAL CHALATENANGO","PRIVADO","Chalatenango","MAESTRÍA","MAESTRÍA EN DOCENCIA UNIVERSITARIA","4","5","9"
"UNIVERSIDAD DOCTOR ANDRES BELLO, REGIONAL SAN MIGUEL","PRIVADO","San Miguel","MAESTRÍA","MAESTRÍA EN DOCENCIA UNIVERSITARIA","32","17","49"
"UNIVERSIDAD DOCTOR ANDRES BELLO, REGIONAL SONSONATE","PRIVADO","Sonsonate","MAESTRÍA","MAESTRÍA EN DOCENCIA UNIVERSITARIA","6","6","12"
"UNIVERSIDAD MODULAR ABIERTA, REGIONAL SAN MIGUEL","PRIVADO","San Miguel","MAESTRÍA","MAESTRÍA EN DOCENCIA UNIVERSITARIA","4","10","14"
"UNIVERSIDAD MODULAR ABIERTA","PRIVADO","San Salvador","MAESTRÍA","MAESTRIA EN DOCENCIA UNIVERSITARIA ( NO ESCALAFONABLE)","15","14","29"
"UNIVERSIDAD MODULAR ABIERTA, REGIONAL SANTA ANA","PRIVADO","Santa Ana","MAESTRÍA","MAESTRIA EN DOCENCIA UNIVERSITARIA ( NO ESCALAFONABLE)","2","0","2"
"UNIVERSIDAD MODULAR ABIERTA, REGIONAL SONSONATE","PRIVADO","Sonsonate","MAESTRÍA","MAESTRIA EN DOCENCIA UNIVERSITARIA ( NO ESCALAFONABLE)","8","6","14"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","MAESTRÍA","MAESTRIA EN ECONOMIA PARA EL DESARROLLO- SEMIPRESENCIAL","0","0","0"
"UNIVERSIDAD DE ORIENTE","PRIVADO","San Miguel","MAESTRÍA","MAESTRÍA EN ECONOMÍA Y NEGOCIOS","0","0","0"
"UNIVERSIDAD DON BOSCO","PRIVADO","San Salvador","MAESTRÍA","MAESTRÍA EN EDUCACIÓN","1","0","1"
"UNIVERSIDAD PEDAGOGICA DE EL SALVADOR","PRIVADO","San Salvador","MAESTRÍA","MAESTRIA EN EDUCACION PARVULARIA","0","0","0"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","MAESTRÍA","MAESTRÍA EN EDUCACIÓN, EN SALUD SEXUAL Y REPRODUCTIVA","0","0","0"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","MAESTRÍA","MAESTRÍA EN ENERGÍAS RENOVABLES Y MEDIO AMBIENTE","1","2","3"
"UNIVERSIDAD EVANGELICA DE EL SALVADOR","PRIVADO","San Salvador","MAESTRÍA","MAESTRIA EN ENFERMERIA DE CUIDADOS INTENSIVOS","0","0","0"
"UNIVERSIDAD FRANCISCO GAVIDIA","PRIVADO","San Salvador","MAESTRÍA","MAESTRIA EN ENTORNOS VIRTUALES DE APRENDIZAJE- NO PRESENCIAL","20","22","42"
"UNIVERSIDAD EVANGELICA DE EL SALVADOR","PRIVADO","San Salvador","MAESTRÍA","MAESTRIA EN EPIDEMIOLOGIA","15","8","23"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","MAESTRÍA","MAESTRIA EN EPIDEMIOLOGIA - SEMIPRESENCIAL","11","3","14"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","MAESTRÍA","MAESTRIA EN ESTADISTICA","0","0","0"
"UNIVERSIDAD CENTROAMERICANA JOSE SIMEON CAÑAS","PRIVADO","La Libertad","MAESTRÍA","MAESTRÍA EN ESTADÍSTICA APLICADA A LA INVESTIGACIÓN","4","7","11"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","MAESTRÍA","MAESTRÍA EN ESTUDIOS DE CULTURA CENTROAMERICANA, OPCIÓN LITERATURA","0","0","0"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","MAESTRÍA","MAESTRÍA EN EVALUACIÓN DE PELIGROSIDADES NATURALES","0","1","1"
"INSTITUTO ESPECIALIZADO DE EDUCACION SUPERIOR EL ESPIRITU SANTO","PRIVADO","La Libertad","MAESTRÍA","MAESTRIA EN EVALUACION EDUCATIVA","25","10","35"
"UNIVERSIDAD CENTROAMERICANA JOSE SIMEON CAÑAS","PRIVADO","La Libertad","MAESTRÍA","MAESTRÍA EN FILOSOFÍA LATINOAMERICANA","0","0","0"
"UNIVERSIDAD CENTROAMERICANA JOSE SIMEON CAÑAS","PRIVADO","La Libertad","MAESTRÍA","MAESTRIA EN FINANZAS","14","22","36"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","PRIVADO","La Libertad","MAESTRÍA","MAESTRIA EN FINANZAS EMPRESARIALES","1","5","6"
"UNIVERSIDAD MODULAR ABIERTA","PRIVADO","San Salvador","MAESTRÍA","MAESTRÍA EN FINANZAS EMPRESARIALES","2","5","7"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","MAESTRÍA","MAESTRIA EN FISICA","0","0","0"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","MAESTRÍA","MAESTRÍA EN FORMACIÓN DE FORMADORES DE DOCENTES DE EDUCACIÓN BÁSICA","0","0","0"
"UNIVERSIDAD DE EL SALVADOR, SAN VICENTE","PÚBLICO","San Vicente","MAESTRÍA","MAESTRÍA EN FORMACIÓN PARA LA DOCENCIA UNIVERSITARIA","0","0","0"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","MAESTRÍA","MAESTRÍA EN FORMACIÓN PARA LA DOCENCIA UNIVERSITARIA","7","7","14"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","MAESTRÍA","MAESTRÍA EN FORMULACIÓN, EVALUACIÓN Y GESTIÓN DE LA IMPLEMENTACIÓN DE PROYECTOS","4","3","7"
"UNIVERSIDAD DON BOSCO","PRIVADO","San Salvador","MAESTRÍA","MAESTRÍA EN GERENCIA DE MANTENIMIENTO INDUSTRIAL","0","5","5"
"UNIVERSIDAD CENTROAMERICANA JOSE SIMEON CAÑAS","PRIVADO","La Libertad","MAESTRÍA","MAESTRIA EN GERENCIA DE MANTENIMIENTO INDUSTRIAL  - SEMIPRESENCIAL","0","5","5"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","PRIVADO","La Libertad","MAESTRÍA","MAESTRÍA EN GERENCIA DE PROYECTOS","3","2","5"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","MAESTRÍA","MAESTRÍA EN GERENCIA DE PROYECTOS SOCIALES Y PLANIFICACION PARA EL DESARROLLO","0","0","0"
"UNIVERSIDAD PEDAGOGICA DE EL SALVADOR","PRIVADO","San Salvador","MAESTRÍA","MAESTRÍA EN GERENCIA DEL TALENTO HUMANO","4","2","6"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","PRIVADO","La Libertad","MAESTRÍA","MAESTRIA EN GERENCIA PUBLICA Y SOCIAL","0","0","0"
"UNIVERSIDAD CATOLICA DE EL SALVADOR","PRIVADO","Santa Ana","MAESTRÍA","MAESTRÍA EN GERENCIA Y GESTIÓN AMBIENTAL","1","7","8"
"UNIVERSIDAD DE EL SALVADOR,SAN MIGUEL","PÚBLICO","San Miguel","MAESTRÍA","MAESTRIA EN GESTION AMBIENTAL","0","0","0"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","MAESTRÍA","MAESTRIA EN GESTION AMBIENTAL","0","1","1"
"UNIVERSIDAD DE EL SALVADOR- SANTA ANA","PÚBLICO","Santa Ana","MAESTRÍA","MAESTRÍA EN GESTIÓN AMBIENTAL","0","0","0"
"UNIVERSIDAD DON BOSCO","PRIVADO","San Salvador","MAESTRÍA","MAESTRÍA EN GESTIÓN DE LA CALIDAD","13","26","39"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","MAESTRÍA","MAESTRÍA EN GESTIÓN DE RECURSOS HIDROGEOLÓGICOS","0","3","3"
"UNIVERSIDAD DON BOSCO","PRIVADO","San Salvador","MAESTRÍA","MAESTRÍA EN GESTIÓN DEL CURRÍCULUM, DIDÁCTICA Y EVALUACIÓN POR COMPETENCIAS","27","12","39"
"UNIVERSIDAD DON BOSCO","PRIVADO","San Salvador","MAESTRÍA","MAESTRÍA EN GESTIÓN ENERGÉTICA Y DISEÑO AMBIENTAL","4","8","12"
"UNIVERSIDAD CENTROAMERICANA JOSE SIMEON CAÑAS","PRIVADO","La Libertad","MAESTRÍA","MAESTRIA EN GESTION ESTRATEGICA DE LA COMUNICACION - SEMIPRESENCIAL","18","9","27"
"UNIVERSIDAD FRANCISCO GAVIDIA","PRIVADO","San Salvador","MAESTRÍA","MAESTRIA EN GESTION ESTRATEGICA DE MARKETING","5","7","12"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","MAESTRÍA","MAESTRIA EN GESTION HOSPITALARIA","10","3","13"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","MAESTRÍA","MAESTRIA EN GESTION INTEGRAL DEL AGUA","0","1","1"
"UNIVERSIDAD FRANCISCO GAVIDIA","PRIVADO","San Salvador","MAESTRÍA","MAESTRIA EN GESTION Y DESARROLLO DEL TALENTO HUMANO","2","4","6"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","MAESTRÍA","MAESTRÍA EN INFORMÁTICA","0","0","0"
"UNIVERSIDAD FRANCISCO GAVIDIA","PRIVADO","San Salvador","MAESTRÍA","MAESTRÍA EN INFORMÁTICA APLICADA A REDES","6","0","6"
"UNIVERSIDAD CENTROAMERICANA JOSE SIMEON CAÑAS","PRIVADO","La Libertad","MAESTRÍA","MAESTRÍA EN INGENIERÍA DE PRODUCCIÓN- SEMIPRESENCIAL","8","8","16"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","MAESTRÍA","MAESTRÍA EN INGENIERÍA ESTRUCTURAL","0","0","0"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","MAESTRÍA","MAESTRÍA EN INGENIERÍA VIAL","0","0","0"
"UNIVERSIDAD CENTROAMERICANA JOSE SIMEON CAÑAS","PRIVADO","La Libertad","MAESTRÍA","MAESTRIA EN INTEGRACION CENTROAMERICANA Y DESARROLLO  - SEMIPRESENCIAL","1","0","1"
"UNIVERSIDAD CENTROAMERICANA JOSE SIMEON CAÑAS","PRIVADO","La Libertad","MAESTRÍA","MAESTRÍA EN INTERVENCIÓN SOCIAL","7","2","9"
"UNIVERSIDAD CATOLICA DE EL SALVADOR","PRIVADO","Santa Ana","MAESTRÍA","MAESTRÍA EN INVESTIGACIÓN EDUCATIVA","0","0","0"
"UNIVERSIDAD CATOLICA DE EL SALVADOR - ILOBASCO","PRIVADO","Cabañas","MAESTRÍA","MAESTRÍA EN INVESTIGACIÓN EDUCATIVA","0","0","0"
"UNIVERSIDAD DON BOSCO","PRIVADO","San Salvador","MAESTRÍA","MAESTRÍA EN LA ENSEÑANZA DE LENGUAS EXTRANJERAS","0","0","0"
"UNIVERSIDAD FRANCISCO GAVIDIA","PRIVADO","San Salvador","MAESTRÍA","MAESTRIA EN LOGISTICA","15","11","26"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","MAESTRÍA","MAESTRÍA EN MANEJO SUSTENTABLE DE LOS RECURSOS NATURALES CONTINENTALES","0","0","0"
"UNIVERSIDAD DE ORIENTE","PRIVADO","San Miguel","MAESTRÍA","MAESTRÍA EN MARKETING ESTRATÉGICO","4","2","6"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","MAESTRÍA","MAESTRIA EN MATEMATICA","0","0","0"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","MAESTRÍA","MAESTRÍA EN MATEMÁTICA FUNDAMENTAL","0","0","0"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","MAESTRÍA","MAESTRIA EN MEDIO AMBIENTE Y RECURSOS NATURALES, OPCION MANEJO SUSTENTABLE DE RECURSOS NATURALES MARINOS Y COSTEROS","0","0","0"
"UNIVERSIDAD DE ORIENTE","PRIVADO","San Miguel","MAESTRÍA","MAESTRIA EN MERCADEO","0","0","0"
"UNIVERSIDAD TECNOLOGICA DE EL SALVADOR","PRIVADO","San Salvador","MAESTRÍA","MAESTRIA EN MERCADEO","0","0","0"
"UNIVERSIDAD EVANGELICA DE EL SALVADOR","PRIVADO","San Salvador","MAESTRÍA","MAESTRIA EN METODOLOGIA DE LA INVESTIGACION CIENTIFICA","3","2","5"
"UNIVERSIDAD EVANGELICA DE EL SALVADOR","PRIVADO","San Salvador","MAESTRÍA","MAESTRIA EN METODOLOGIA DE LA INVESTIGACION CIENTIFICA - SEMIPRESENCIAL","0","0","0"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","MAESTRÍA","MAESTRIA EN METODOS Y TECNICAS DE INVESTIGACION  SOCIAL","1","2","3"
"UNIVERSIDAD DE EL SALVADOR- SANTA ANA","PÚBLICO","Santa Ana","MAESTRÍA","MAESTRIA EN METODOS Y TECNICAS DE INVESTIGACION SOCIAL","0","2","2"
"UNIVERSIDAD DE EL SALVADOR,SAN MIGUEL","PÚBLICO","San Miguel","MAESTRÍA","MAESTRIA EN METODOS Y TECNICAS DE INVESTIGACION SOCIAL","6","1","7"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","MAESTRÍA","MAESTRIA EN MICROBIOLOGIA E INOCUIDAD DE ALIMENTOS","1","0","1"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","PRIVADO","La Libertad","MAESTRÍA","MAESTRIA EN NEGOCIOS INTERNACIONALES","0","1","1"
"UNIVERSIDAD CENTROAMERICANA JOSE SIMEON CAÑAS","PRIVADO","La Libertad","MAESTRÍA","MAESTRIA EN POLITICA Y EVALUACION EDUCATIVA- SEMIPRESENCIAL","14","4","18"
"UNIVERSIDAD DON BOSCO","PRIVADO","San Salvador","MAESTRÍA","MAESTRÍA EN POLÍTICAS PARA LA PREVENCIÓN DE LA VIOLENCIA JUVENIL EN CULTURA DE PAZ","1","6","7"
"UNIVERSIDAD DE EL SALVADOR- SANTA ANA","PÚBLICO","Santa Ana","MAESTRÍA","MAESTRIA EN PROFESIONALIZACION DE LA DOCENCIA SUPERIOR","10","10","20"
"UNIVERSIDAD DE EL SALVADOR,SAN MIGUEL","PÚBLICO","San Miguel","MAESTRÍA","MAESTRIA EN PROFESIONALIZACION DE LA DOCENCIA SUPERIOR","3","1","4"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","MAESTRÍA","MAESTRIA EN PROFESIONALIZACION DE LA DOCENCIA SUPERIOR","0","0","0"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","PRIVADO","La Libertad","MAESTRÍA","MAESTRIA EN PSICOLOGIA CLINICA","1","0","1"
"UNIVERSIDAD DE ORIENTE","PRIVADO","San Miguel","MAESTRÍA","MAESTRÍA EN PSICOLOGIA CLINICA","6","0","6"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","MAESTRÍA","MAESTRIA EN QUIMICA","0","0","0"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","MAESTRÍA","MAESTRIA EN RELACIONES INTERNACIONALES","0","0","0"
"UNIVERSIDAD EVANGELICA DE EL SALVADOR","PRIVADO","San Salvador","MAESTRÍA","MAESTRÍA EN SALUD FAMILIAR","0","0","0"
"UNIVERSIDAD EVANGELICA DE EL SALVADOR","PRIVADO","San Salvador","MAESTRÍA","MAESTRIA EN SALUD PUBLICA","17","5","22"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","MAESTRÍA","MAESTRIA EN SALUD PUBLICA","2","0","2"
"UNIVERSIDAD DE EL SALVADOR- SANTA ANA","PÚBLICO","Santa Ana","MAESTRÍA","MAESTRÍA EN SALUD PÚBLICA","2","6","8"
"UNIVERSIDAD DE EL SALVADOR,SAN MIGUEL","PÚBLICO","San Miguel","MAESTRÍA","MAESTRÍA EN SALUD PÚBLICA","0","0","0"
"UNIVERSIDAD CATOLICA DE EL SALVADOR","PRIVADO","Santa Ana","MAESTRÍA","MAESTRÍA EN SEGURIDAD INFORMÁTICA","0","0","0"
"UNIVERSIDAD CATOLICA DE EL SALVADOR - ILOBASCO","PRIVADO","Cabañas","MAESTRÍA","MAESTRÍA EN SEGURIDAD INFORMÁTICA","0","0","0"
"UNIVERSIDAD DON BOSCO","PRIVADO","San Salvador","MAESTRÍA","MAESTRÍA EN SEGURIDAD Y GESTIÓN DE RIESGOS INFORMÁTICOS","1","15","16"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","MAESTRÍA","MAESTRIA EN SERVICIOS INTEGRALES DE SALUD SEXUAL Y REPRODUCTIVA","0","0","0"
"UNIVERSIDAD DE EL SALVADOR,SAN MIGUEL","PÚBLICO","San Miguel","MAESTRÍA","MAESTRÍA EN SERVICIOS INTEGRALES EN SALUD SEXUAL Y REPRODUCTIVA","0","0","0"
